"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1102","","A110201","","A110202","","A141501","","A141502","","A141601","","A141602","","A141701","","A141702","","A141801","","A141802","","A191003","","A191005","","A191007","","A5103","","A5104","","A7101","","I5101","","I510120","","I510150","","I5102","","I510201","","J230113","","J230133","","J230223",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1102_日本人人口【人】","注釈","A110201_日本人人口（男）【人】","注釈","A110202_日本人人口（女）【人】","注釈","A141501_40歳以上人口（男）【人】","注釈","A141502_40歳以上人口（女）【人】","注釈","A141601_60歳以上人口（男）【人】","注釈","A141602_60歳以上人口（女）【人】","注釈","A141701_70歳以上人口（男）【人】","注釈","A141702_70歳以上人口（女）【人】","注釈","A141801_80歳以上人口（男）【人】","注釈","A141802_80歳以上人口（女）【人】","注釈","A191003_将来推計人口（2030年）【人】","注釈","A191005_将来推計人口（2040年）【人】","注釈","A191007_将来推計人口（2050年）【人】","注釈","A5103_転入者数【人】","注釈","A5104_転出者数【人】","注釈","A7101_世帯数【世帯】","注釈","I5101_病院数【施設】","注釈","I510120_一般病院数【施設】","注釈","I510150_療養病床を有する病院数【施設】","注釈","I5102_一般診療所数【施設】","注釈","I510201_有床一般診療所数【施設】","注釈","J230113_養護老人ホーム在所者数（詳細票）【人】","注釈","J230133_軽費老人ホーム在所者数（詳細票）【人】","注釈","J230223_有料老人ホーム在所者数（詳細票）【人】","注釈"
"1982100000","1982年度","40137","福岡県 福岡市 早良区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","5","","***","","***","","***","","***",""
"1981100000","1981年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1981100000","1981年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1981100000","1981年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1981100000","1981年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1981100000","1981年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1981100000","1981年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40130","福岡県 福岡市","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","395,158","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40131","福岡県 福岡市 東区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","71,775","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40132","福岡県 福岡市 博多区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","62,285","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40133","福岡県 福岡市 中央区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","52,774","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40134","福岡県 福岡市 南区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","73,427","","***","","-","","***","","-","","***","","***","","***","","***",""
"1980100000","1980年度","40135","福岡県 福岡市 西区","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","134,897","","***","","-","","***","","-","","***","","***","","***","","***",""
